relative_path,class,label,repeat,fold,split_seed
Training/glioma/Tr-gl_104.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1040.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1041.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1042.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1043.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1044.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1045.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1046.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1047.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1048.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1049.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_105.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1050.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1051.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1052.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1053.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1054.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1055.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1056.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1057.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1058.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1059.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_106.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1060.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1061.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1062.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1063.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1064.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1065.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1066.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1067.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1068.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1069.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_107.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1070.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1071.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1072.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1073.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1074.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1075.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1076.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1077.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1078.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1079.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_108.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1080.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1081.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1082.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1083.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1084.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1085.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1086.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1087.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1088.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1089.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_109.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1090.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1091.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1092.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1093.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1094.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1095.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1096.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1097.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1098.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1099.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_11.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_110.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1100.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1101.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1102.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1103.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1104.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1105.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1106.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1107.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1108.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1109.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_111.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1110.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1111.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1112.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1113.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1114.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1115.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1116.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1117.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1118.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1119.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_112.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1120.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1121.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1122.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1123.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1124.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1125.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1126.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1127.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1128.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1129.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_113.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1130.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1131.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1132.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1133.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1134.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1135.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1136.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1137.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1138.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1139.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_114.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1140.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1141.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1142.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1143.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1144.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1145.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1146.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1147.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1148.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1149.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_115.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1150.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1151.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1152.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1153.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1154.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1155.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1156.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1157.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1158.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1159.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_116.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1160.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1161.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1162.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1163.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1164.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1165.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1166.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1167.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1168.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1169.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_117.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1170.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1171.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1172.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1173.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1174.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1175.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1176.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1177.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1178.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1179.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_118.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1180.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1181.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1182.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1183.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1184.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1185.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1186.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1187.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1188.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1189.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_119.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1190.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1191.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1192.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1193.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1194.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1195.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1196.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1197.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1198.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1199.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_12.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_120.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1200.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1201.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1202.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1203.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1204.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1205.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1206.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1207.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1208.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1209.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_121.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1210.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1211.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1212.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1213.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1214.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1215.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1216.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1217.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1218.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1219.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_122.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1220.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1221.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1222.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1223.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1224.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1225.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1226.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1227.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1228.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1229.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_123.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1230.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1231.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1232.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1233.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1234.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1235.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1236.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1237.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1238.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1239.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_124.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1240.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1241.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1242.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1243.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1244.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1245.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1246.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1247.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1248.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1249.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_125.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1250.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1251.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1252.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1253.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1254.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1255.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1256.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1257.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1258.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1259.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_126.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1260.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1261.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1262.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1263.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1264.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1265.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1266.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1267.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1268.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1269.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_127.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1270.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1271.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1272.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1273.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1274.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1275.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1276.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1277.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1278.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1279.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_128.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1280.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1281.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1282.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1283.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1284.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1285.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1286.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1287.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1288.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1289.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_129.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1290.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1291.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1292.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1293.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1294.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1295.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1296.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1297.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1298.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1299.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_13.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_130.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1300.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1301.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1302.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1303.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1304.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1305.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1306.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1307.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1308.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1309.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_131.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1310.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1311.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1312.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1313.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1314.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1315.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1316.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1317.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1318.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1319.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_132.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1320.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1321.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1322.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1323.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1324.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1325.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1326.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1327.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1328.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1329.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_133.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1330.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1331.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1332.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1333.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1334.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1335.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1336.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1337.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1338.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1339.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_134.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1340.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1341.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1342.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1343.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1344.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1345.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1346.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1347.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1348.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1349.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_135.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1350.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1351.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1352.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1353.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1354.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1355.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1356.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1357.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1358.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1359.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_136.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1360.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1361.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1362.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1363.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1364.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1365.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1366.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1367.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1368.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1369.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_137.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1370.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1371.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1372.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1373.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1374.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1375.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1376.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1377.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1378.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1379.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_138.png,glioma,0,1,2,202601
Training/glioma/Tr-gl_1380.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1381.png,glioma,0,1,5,202601
Training/glioma/Tr-gl_1382.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1383.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1384.png,glioma,0,1,4,202601
Training/glioma/Tr-gl_1385.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1386.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1387.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1388.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_1389.png,glioma,0,1,1,202601
Training/glioma/Tr-gl_139.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1390.png,glioma,0,1,3,202601
Training/glioma/Tr-gl_1391.png,glioma,0,1,1,202601
